technique,case_id,state,runtime_avg,runtime_cnf
marking-9,TGA,{'edge10'},0.0, 0.0
marking-3,TH,{'edge7'},0.0, 0.0
marking-5,TH,{'edge7'},0.0, 0.0
marking-7,TH,{'edge7'},0.0, 0.0
marking-9,TH,{'edge7'},0.0, 0.0
marking-3,THA,{'edge4'},0.0, 0.0
marking-5,THA,{'edge4'},0.0, 0.0
marking-7,THA,{'edge4'},0.0, 0.0
marking-9,THA,{'edge4'},0.0, 0.0
marking-3,TI,{'edge40'},0.0, 0.0
marking-5,TI,{'edge40'},0.0, 0.0
marking-7,TI,{'edge40'},0.0, 0.0
marking-9,TI,{'edge40'},0.0, 0.0
marking-3,TIA,{'edge6'},0.0, 0.0
marking-5,TIA,{'edge6'},0.0, 0.0
marking-7,TIA,{'edge6'},0.0, 0.0
marking-9,TIA,{'edge6'},0.0, 0.0
marking-3,TJ,{'edge10'},0.0, 0.0
marking-5,TJ,{'edge10'},0.0, 0.0
marking-7,TJ,{'edge10'},0.0, 0.0
