technique,case_id,state,runtime_avg,runtime_cnf
build-marking-3,,,0.006372610727945964, 0.003960099636492285
build-marking-5,,,0.00902700424194336, 0.009963463457032487
build-marking-7,,,0.0069739023844401045, 0.00444842391589836
build-marking-9,,,0.005692084630330403, 0.0015093955966502593
IASR,A,{'edge6'},0.24962806701660156, 0.031339693129582714
IAS,A,{'edge6'},0.08362348874409993, 0.017796144226578003
OCC,A,{'edge6'},0.14891370137532553, 0.012578949841199108
IASR,AA,{'edge41'},0.01978898048400879, 0.002645033140699606
IAS,AA,{'edge41'},0.016542991002400715, 0.013691983149969793
OCC,AA,{'edge41'},0.015863974889119465, 0.010912137513384988
IASR,AAA,{'edge41'},0.0659029483795166, 0.03483941632816337
IAS,AAA,{'edge41'},0.037407477696736656, 0.0247908717091196
OCC,AAA,{'edge41'},0.0677930514017741, 0.014654735154146847
IASR,AB,{'edge41'},0.029796044031778973, 0.019060532452660664
IAS,AB,{'edge41'},0.01660943031311035, 0.004934117962306525
OCC,AB,{'edge41'},0.019177039464314777, 0.00938209193170397
IASR,ABA,{'edge6'},0.1734004815419515, 0.028638349486332523
IAS,ABA,{'edge6'},0.08119924863179524, 0.014163589856750956
OCC,ABA,{'edge6'},0.14199066162109375, 0.037899997336140044
IASR,AC,{'edge10'},0.10298649470011394, 0.03252028120866469
IAS,AC,{'edge10'},0.05953200658162435, 0.025626790610771222
OCC,AC,{'edge10'},0.08041421572367351, 0.03016395549473067
IASR,ACA,{'edge41'},0.028329928716023762, 0.01242184009283794
IAS,ACA,{'edge41'},0.02466583251953125, 0.014516842657926665
OCC,ACA,{'edge41'},0.023999532063802082, 0.012990533911413025
IASR,AD,{'edge6'},0.7751498222351074, 0.062182634804896116
IAS,AD,{'edge6'},0.33136359850565594, 0.060960682568739835
OCC,AD,{'edge6'},0.9421236515045166, 0.07666436135878156
IASR,ADA,{'edge6'},0.020034948984781902, 0.015259378174279333
IAS,ADA,{'edge6'},0.014666239420572916, 0.010116841927227213
OCC,ADA,{'edge6'},0.013812939325968424, 0.013423085309242183
IASR,AE,{'edge41'},0.20834716161092123, 0.022105627969634032
IAS,AE,{'edge41'},0.09491745630900066, 0.004135183065604757
OCC,AE,{'edge41'},0.2582525412241618, 0.028584162093505533
IASR,AEA,{'edge6'},0.043883562088012695, 0.014426426717133891
IAS,AEA,{'edge6'},0.02378368377685547, 0.017006222247958707
OCC,AEA,{'edge6'},0.03872076670328776, 0.01874509566416467
IASR,AF,{'edge10'},0.1289208730061849, 0.03496920493504909
IAS,AF,{'edge10'},0.0557103157043457, 0.017912389758426017
OCC,AF,{'edge10'},0.09885986646016438, 0.03248899352837986
IASR,AFA,{'edge10'},0.09656008084615071, 0.010439494863713768
IAS,AFA,{'edge10'},0.07580916086832683, 0.03252550676505841
OCC,AFA,{'edge10'},0.08636109034220378, 0.043666775024666545
IASR,AG,{'edge10'},0.02054309844970703, 0.014775261446556913
IAS,AG,{'edge10'},0.012587865193684896, 0.001796333730156612
OCC,AG,{'edge10'},0.013492663701375326, 0.0020195998533122515
IASR,AGA,{'edge40'},0.07504781087239583, 0.021449632421974583
IAS,AGA,{'edge40'},0.04553071657816569, 0.022480820625332496
OCC,AGA,{'edge40'},0.05465539296468099, 0.015057906578586789
IASR,AH,{'edge10'},0.023950576782226562, 0.005991015881122532
IAS,AH,{'edge10'},0.02033344904581706, 0.0117507333640616
OCC,AH,{'edge10'},0.023029009501139324, 0.01095187390360136
IASR,AHA,{'edge40'},0.07548832893371582, 0.0018194640807875232
IAS,AHA,{'edge40'},0.03830361366271973, 0.014432615432089142
OCC,AHA,{'edge40'},0.05478755633036295, 0.01090784317189124
IASR,AI,{'edge40'},0.10033599535624187, 0.03088003099971158
IAS,AI,{'edge40'},0.04864621162414551, 0.0180263592326447
OCC,AI,{'edge40'},0.07854000727335612, 0.013344600842860025
IASR,AIA,{'edge40'},0.14756902058919272, 0.012964115635675382
IAS,AIA,{'edge40'},0.07697621981302898, 0.011689231484346365
OCC,AIA,{'edge40'},0.14310105641682944, 0.0324276028926541
IASR,AJ,{'edge6'},0.2437756061553955, 0.0165595571800106
IAS,AJ,{'edge6'},0.15700348218282065, 0.01904661574018794
OCC,AJ,{'edge6'},0.3495224316914876, 0.042331341368873204
IASR,AJA,{'edge4'},0.016031583150227863, 0.004963967457407425
IAS,AJA,{'edge4'},0.008359352747599283, 0.001649066299943887
OCC,AJA,{'edge4'},0.0059731801350911455, 0.00040989558843539483
IASR,AK,{'edge10'},0.030308087666829426, 0.018481230819750023
IAS,AK,{'edge10'},0.01932390530904134, 0.0035931585897619315
OCC,AK,{'edge10'},0.020967721939086914, 0.00667320591349013
IASR,AKA,{'edge4'},0.006998300552368164, 0.002655141944866778
IAS,AKA,{'edge4'},0.00834806760152181, 0.01293329602174622
OCC,AKA,{'edge4'},0.0006562074025472006, 0.001411732716275084
IASR,AL,{'edge4'},0.04986755053202311, 0.01344203526963055
IAS,AL,{'edge4'},0.030231396357218426, 0.017697755362349084
OCC,AL,{'edge4'},0.03468132019042969, 0.01579684905125539
IASR,ALA,{'edge41'},0.04255072275797526, 0.008045027127517973
IAS,ALA,{'edge41'},0.023304303487141926, 0.01749330253979825
OCC,ALA,{'edge41'},0.02781216303507487, 0.01992643465551515
IASR,AM,{'edge10'},0.019007205963134766, 0.0025165355607176558
IAS,AM,{'edge10'},0.011989355087280273, 0.006533670793864749
OCC,AM,{'edge10'},0.01685786247253418, 0.006896023693915353
IASR,AMA,{'edge10'},0.02854601542154948, 0.001738085497216544
IAS,AMA,{'edge10'},0.021654764811197918, 0.010487158795013846
OCC,AMA,{'edge10'},0.03067787488301595, 0.009115687456628318
IASR,AN,{'edge6'},0.016474485397338867, 0.0020034821827855276
IAS,AN,{'edge6'},0.016584396362304688, 0.01210736535525196
OCC,AN,{'edge6'},0.011005798975626627, 4.651948319867875e-05
IASR,ANA,{'edge6'},0.029126326243082683, 0.01607505156914733
IAS,ANA,{'edge6'},0.01830752690633138, 0.0039225708554734345
OCC,ANA,{'edge6'},0.018660545349121094, 0.00286363429475312
IASR,AO,{'edge6'},0.017322778701782227, 0.0014782967902429202
IAS,AO,{'edge6'},0.014698505401611328, 0.013651552497486579
OCC,AO,{'edge6'},0.015328486760457357, 0.012762880921119575
IASR,AP,{'edge41'},0.03843156496683756, 0.011111200966888807
IAS,AP,{'edge41'},0.022640228271484375, 0.002916532839882502
OCC,AP,{'edge41'},0.029030243555704754, 0.00872953959551256
IASR,AQ,{'edge41'},0.058968544006347656, 0.006441474593103572
IAS,AQ,{'edge41'},0.044426918029785156, 0.01622501808869486
OCC,AQ,{'edge41'},0.07171114285786946, 0.020869744216737634
IASR,AR,{'edge10'},0.10552819569905598, 0.027440840779297888
IAS,AR,{'edge10'},0.0558770497639974, 0.018160367533338523
OCC,AR,{'edge10'},0.07789675394694011, 0.016220349882165967
IASR,AS,{'edge41'},0.3489425977071126, 0.0797433774237634
IAS,AS,{'edge41'},0.19877990086873373, 0.05408882859296571
OCC,AS,{'edge41'},0.5273476441701254, 0.1041392069546985
IASR,AT,{'edge41'},0.02788678805033366, 0.012822305965661994
IAS,AT,{'edge41'},0.019030412038167317, 0.004171205402503631
OCC,AT,{'edge41'},0.02201994260152181, 0.01732460195405536
IASR,AU,{'edge10'},0.05117535591125488, 0.011963482595132996
IAS,AU,{'edge10'},0.025215784708658855, 0.01775432890784749
OCC,AU,{'edge10'},0.02799399693806966, 0.021240828199822093
IASR,AV,{'edge0'},0.021472930908203125, 0.013660502965315036
IAS,AV,{'edge0'},0.012496232986450195, 0.001048479118730166
OCC,AV,{'edge0'},0.014306227366129557, 0.0035993829556096057
IASR,AW,{'edge6'},0.018027782440185547, 0.0022935929859285386
IAS,AW,{'edge6'},0.01263729731241862, 0.007461612778943749
OCC,AW,{'edge6'},0.012134949366251627, 0.005482012065489704
IASR,AX,{'edge10'},0.019658644994099934, 0.005145942438537815
IAS,AX,{'edge10'},0.015044291814168295, 0.013663632798338021
OCC,AX,{'edge10'},0.01501925786336263, 0.00652895460147951
IASR,AY,{'edge6'},0.2862067222595215, 0.023418495303368092
IAS,AY,{'edge6'},0.13729143142700195, 0.046872666267356686
OCC,AY,{'edge6'},0.39200035730997723, 0.0651819379278308
IASR,AZ,{'edge41'},0.0523990790049235, 0.015943022860182166
IAS,AZ,{'edge41'},0.022667884826660156, 0.007219866407127495
OCC,AZ,{'edge41'},0.05227788289388021, 0.019437785379926166
IASR,B,{'edge2'},0.053670803705851235, 0.01988445164903179
IAS,B,{'edge2'},0.02808698018391927, 0.013515448602269145
OCC,B,{'edge2'},0.028635501861572266, 0.011801325981554756
IASR,BA,{'edge6'},0.05350017547607422, 0.023191783524575543
IAS,BA,{'edge6'},0.021733999252319336, 0.0031892790110666655
OCC,BA,{'edge6'},0.024997472763061523, 0.013121837713268428
IASR,BAA,{'edge41'},0.042574803034464516, 0.01329927689582188
IAS,BAA,{'edge41'},0.02099299430847168, 0.004275638101136435
OCC,BAA,{'edge41'},0.040025949478149414, 0.006482028065727374
IASR,BB,{'edge41'},0.02283644676208496, 0.002102027609425581
IAS,BB,{'edge41'},0.01593184471130371, 0.0004602574162260372
OCC,BB,{'edge41'},0.017665863037109375, 0.003034011916849467
IASR,BBA,{'edge7'},0.06409629185994466, 0.021332808661856488
IAS,BBA,{'edge7'},0.04065990447998047, 0.024525521958069278
OCC,BBA,{'edge7'},0.053826491038004555, 0.012123065515459159
IASR,BC,{'edge10'},0.024664799372355144, 0.011658585732933815
IAS,BC,{'edge10'},0.010337591171264648, 0.0014223173242264645
OCC,BC,{'edge10'},0.021366357803344727, 0.022509296207019608
IASR,BCA,{'edge10'},0.06204064687093099, 0.01655894602808624
IAS,BCA,{'edge10'},0.03238264719645182, 0.005212722727835473
OCC,BCA,{'edge10'},0.043852647145589195, 0.003408205796516255
IASR,BD,{'edge4'},0.022533734639485676, 0.024264078337425922
IAS,BD,{'edge4'},0.009639422098795572, 0.0015724534718566338
OCC,BD,{'edge4'},0.011333703994750977, 0.009289131274787598
IASR,BDA,{'edge40'},0.08321754137674968, 0.012214484682230315
IAS,BDA,{'edge40'},0.04931306838989258, 0.010264332315987728
OCC,BDA,{'edge40'},0.09611940383911133, 0.01293886342069392
IASR,BE,{'edge10'},0.1371005376180013, 0.03478993452621526
IAS,BE,{'edge10'},0.07720685005187988, 0.024370419924006247
OCC,BE,{'edge10'},0.1992638905843099, 0.05676542056885745
IASR,BEA,{'edge0'},0.012374003728230795, 0.00388761021433751
IAS,BEA,{'edge0'},0.008293549219767252, 0.0013485447521431287
OCC,BEA,{'edge0'},0.009547869364420572, 0.006324338813678513
IASR,BF,{'edge2'},0.017334858576456707, 0.0038064083287839487
IAS,BF,{'edge2'},0.009300629297892252, 0.001478653069962995
OCC,BF,{'edge2'},0.00532841682434082, 0.0012513272436622536
IASR,BFA,{'edge41'},0.07190871238708496, 0.023914023005698667
IAS,BFA,{'edge41'},0.0336761474609375, 0.013698600734778172
OCC,BFA,{'edge41'},0.06434369087219238, 0.016111703199564634
IASR,BG,{'edge6'},0.035656372706095375, 0.01375275134541318
IAS,BG,{'edge6'},0.029030561447143555, 0.010558813945263595
OCC,BG,{'edge6'},0.028880993525187176, 0.006203735205147906
IASR,BGA,{'edge2'},0.029873132705688477, 0.0098793706979864
IAS,BGA,{'edge2'},0.015941460927327473, 0.0019882676095309333
OCC,BGA,{'edge2'},0.014988422393798828, 0.01077212607356679
IASR,BH,{'edge41'},0.024875164031982422, 0.01909516319910454
IAS,BH,{'edge41'},0.012614170710245768, 0.0040211372131643735
OCC,BH,{'edge41'},0.016361316045125324, 0.00868906528791318
IASR,BHA,{'edge10'},0.041223605473836265, 0.01473880917144074
IAS,BHA,{'edge10'},0.02674722671508789, 0.006033496462237971
OCC,BHA,{'edge10'},0.03301246960957845, 0.006801985761492768
IASR,BI,{'edge4'},0.017434358596801758, 0.01052761449382936
IAS,BI,{'edge4'},0.0073397159576416016, 0.002889831879380722
OCC,BI,{'edge4'},0.013333002726236979, 0.01655564030099694
IASR,BIA,{'edge6'},0.018645048141479492, 0.0038486014349078043
IAS,BIA,{'edge6'},0.013336261113484701, 0.007864064190911568
OCC,BIA,{'edge6'},0.01369460423787435, 0.0014970518454793926
IASR,BJ,{'edge30'},0.08654967943827312, 0.025862353633823124
IAS,BJ,{'edge30'},0.053474108378092446, 0.022646524916348675
OCC,BJ,{'edge30'},0.09534382820129395, 0.034051343506660295
IASR,BJA,{'edge41'},0.08456786473592122, 0.019594106472783302
IAS,BJA,{'edge41'},0.049791574478149414, 0.008222468661100369
OCC,BJA,{'edge41'},0.1008914311726888, 0.015906311653379118
IASR,BK,{'edge10'},0.09788624445597331, 0.024045952603880896
IAS,BK,{'edge10'},0.048008362452189125, 0.01544741909781029
OCC,BK,{'edge10'},0.06518785158793132, 0.03231321691354575
IASR,BKA,{'edge40'},0.10823543866475423, 0.020265528949491494
IAS,BKA,{'edge40'},0.07066679000854492, 0.01028085687524728
OCC,BKA,{'edge40'},0.11363585789998372, 0.03363568117543825
IASR,BL,{'edge10'},0.046253045399983726, 0.007501227924975392
IAS,BL,{'edge10'},0.03030093510945638, 0.00703114937705865
OCC,BL,{'edge10'},0.0403294563293457, 0.006245008890544929
IASR,BLA,{'edge10'},0.22864452997843424, 0.01725175542734133
IAS,BLA,{'edge10'},0.09887973467508952, 0.034100705552268816
OCC,BLA,{'edge10'},0.19328737258911133, 0.020177846102437752
IASR,BM,{'edge4'},0.0253601868947347, 0.012436265675354285
IAS,BM,{'edge4'},0.01641845703125, 0.012608655994674704
OCC,BM,{'edge4'},0.019032955169677734, 0.010960481794679384
IASR,BMA,{'edge10'},0.0314327081044515, 0.01400882917772483
IAS,BMA,{'edge10'},0.01433722178141276, 0.009879921085460843
OCC,BMA,{'edge10'},0.013239781061808268, 0.0009468599919797868
IASR,BN,{'edge6'},0.33177924156188965, 0.007416515142090152
IAS,BN,{'edge6'},0.15849963823954263, 0.06353763021820165
OCC,BN,{'edge6'},0.42164413134257, 0.018699876558308598
IASR,BNA,{'edge6'},0.020668665568033855, 0.0012228455651130679
IAS,BNA,{'edge6'},0.012378533681233725, 0.0037547526991666023
OCC,BNA,{'edge6'},0.014359792073567709, 0.014499476715321495
IASR,BO,{'edge6'},0.021216869354248047, 0.006802483151631512
IAS,BO,{'edge6'},0.012767155965169271, 0.0017087579793263023
OCC,BO,{'edge6'},0.010994513829549154, 0.0025250073254987604
IASR,BP,{'edge10'},0.03550450007120768, 0.017001376076522953
IAS,BP,{'edge10'},0.019359906514485676, 0.008108805271673458
OCC,BP,{'edge10'},0.03233472506205241, 0.022392833415572654
IASR,BQ,{'edge40'},0.08179219563802083, 0.022749648724067827
IAS,BQ,{'edge40'},0.03846017519632975, 0.00875671729831678
OCC,BQ,{'edge40'},0.05345233281453451, 0.016734157283846373
IASR,BR,{'edge10'},0.027344703674316406, 0.008448278261241352
IAS,BR,{'edge7'},0.013670603434244791, 0.0013936771370809168
OCC,BR,{'edge7'},0.0076694488525390625, 0.0014760976601189324
IASR,BS,{'edge2'},0.04266484578450521, 0.0040334074491659815
IAS,BS,{'edge2'},0.029346625010172527, 0.003910359369431269
OCC,BS,{'edge2'},0.04696957270304362, 0.02274681973582552
IASR,BT,{'edge40'},0.09020463625590007, 0.029810060095839093
IAS,BT,{'edge40'},0.04939770698547363, 0.02310368747501867
OCC,BT,{'edge40'},0.09498556454976399, 0.00256748120117884
IASR,BU,{'edge10'},0.0485230286916097, 0.011900774270744464
IAS,BU,{'edge10'},0.025995651880900066, 0.018550570130668437
OCC,BU,{'edge10'},0.024031877517700195, 0.020010797311021542
IASR,BV,{'edge6'},0.043634653091430664, 0.033231118597867634
IAS,BV,{'edge6'},0.0280303955078125, 0.019552240276030818
OCC,BV,{'edge6'},0.037969748179117836, 0.010787928509201109
IASR,BW,{'edge41'},0.051410675048828125, 0.02448671932784673
IAS,BW,{'edge41'},0.033164421717325844, 0.007973100190936116
OCC,BW,{'edge41'},0.047831455866495766, 0.0029962619232168086
IASR,BX,{'edge6'},0.13492163022359213, 0.03911824039895377
IAS,BX,{'edge6'},0.056864261627197266, 0.017584032936463826
OCC,BX,{'edge6'},0.09137471516927083, 0.00926334932311905
IASR,BY,{'edge10'},0.026474396387736004, 0.00578334697299673
IAS,BY,{'edge10'},0.012696663538614908, 0.007327697199799372
OCC,BY,{'edge10'},0.01786518096923828, 0.007492973390855518
IASR,BZ,{'edge10'},0.2709186871846517, 0.0324087812485825
IAS,BZ,{'edge10'},0.1437824567159017, 0.04997577582399874
OCC,BZ,{'edge10'},0.4591541290283203, 0.14092735495762354
IASR,C,{'edge40'},0.08472140630086263, 0.04509588971209203
IAS,C,{'edge40'},0.0525515079498291, 0.01244979261160009
OCC,C,{'edge40'},0.04730844497680664, 0.005245030447558978
IASR,CA,{'edge7'},0.02169489860534668, 0.019116377808523842
IAS,CA,{'edge7'},0.011998494466145834, 0.01316133388292638
OCC,CA,{'edge7'},0.0006682872772216797, 0.0014377553050845633
IASR,CAA,{'edge4'},0.015666484832763672, 0.013734615385371057
IAS,CAA,{'edge4'},0.012636264165242514, 0.013555044215507543
OCC,CAA,{'edge4'},0.01253652572631836, 0.012025313953009225
IASR,CB,{'edge7'},0.06356724103291829, 0.01757988370410143
IAS,CB,{'edge7'},0.03810342152913412, 0.009260312385026793
OCC,CB,{'edge7'},0.06947493553161621, 0.016173247598135827
IASR,CBA,{'edge40'},0.08679572741190593, 0.007810156354105352
IAS,CBA,{'edge40'},0.05552363395690918, 0.018561423697331957
OCC,CBA,{'edge40'},0.07068324089050293, 0.004195652472934189
IASR,CC,{'edge6'},0.036362409591674805, 0.0050881266299813025
IAS,CC,{'edge6'},0.01866602897644043, 0.005153136083582624
OCC,CC,{'edge6'},0.025094350179036457, 0.013819549945749944
IASR,CCA,{'edge6'},0.01667332649230957, 0.002881576766434705
IAS,CCA,{'edge6'},0.012947797775268555, 0.00460275188823013
OCC,CCA,{'edge6'},0.01435558001200358, 0.01877833757254248
IASR,CD,{'edge41'},0.024547020594278973, 0.010211474650180574
IAS,CD,{'edge41'},0.011327266693115234, 0.003785802611706855
OCC,CD,{'edge41'},0.017302989959716797, 0.010216798342316102
IASR,CDA,{'edge4'},0.008359352747599283, 0.0058587016868537085
IAS,CDA,{'edge4'},0.005667845408121745, 0.003798546995792616
OCC,CDA,{'edge4'},0.0006756782531738281, 0.0014537203876988404
IASR,CE,{'edge10'},0.03461750348409017, 0.00934055873038996
IAS,CE,{'edge10'},0.014775673548380533, 0.005794486964200998
OCC,CE,{'edge10'},0.014669656753540039, 0.007185445387926547
IASR,CEA,{'edge4'},0.03066873550415039, 0.013677194495309464
IAS,CEA,{'edge4'},0.024305105209350586, 0.02282682157917641
OCC,CEA,{'edge4'},0.033695618311564125, 0.020208555779728698
IASR,CF,{'edge6'},0.21007657051086426, 0.014965762870736405
IAS,CF,{'edge6'},0.10843507448832194, 0.016869425007090006
OCC,CF,{'edge6'},0.2823556264241536, 0.01758874879152652
IASR,CFA,{'edge6'},0.036787986755371094, 0.010089277662579046
IAS,CFA,{'edge6'},0.02055533727010091, 0.011083742119245019
OCC,CFA,{'edge6'},0.0382076104482015, 0.03111115781178697
IASR,CG,{'edge6'},0.058928330739339195, 0.021081889566392783
IAS,CG,{'edge6'},0.033957878748575844, 0.012819247000440516
OCC,CG,{'edge6'},0.056230624516805015, 0.023812503230516955
IASR,CGA,{'edge10'},0.033893982569376625, 0.0019927376576428153
IAS,CGA,{'edge10'},0.019889036814371746, 0.007360852870637325
OCC,CGA,{'edge10'},0.03157122929890951, 0.009280199435259049
IASR,CH,{'edge6'},0.018019755681355793, 0.0025235209161515284
IAS,CH,{'edge6'},0.011665264765421549, 0.0014460726944880726
OCC,CH,{'edge6'},0.010648965835571289, 0.0013713568937610597
IASR,CHA,{'edge40'},0.09984636306762695, 0.027963942174885785
IAS,CHA,{'edge2'},0.06821664174397786, 0.005817679562698661
OCC,CHA,{'edge40'},0.11124372482299805, 0.05492984017159939
IASR,CI,{'edge7'},0.01566799481709798, 0.0014396659916194828
IAS,CI,{'edge7'},0.008335272471110025, 0.0028516640112592226
OCC,CI,{'edge7'},0.0003306070963541667, 0.0014224875255851705
IASR,CIA,{'edge10'},0.01830736796061198, 0.0015098335993569884
IAS,CIA,{'edge10'},0.012400309244791666, 0.008083014770245577
OCC,CIA,{'edge10'},0.01596347490946452, 0.00238889406447005
IASR,CJ,{'edge6'},0.5077861944834391, 0.03398780189094073
IAS,CJ,{'edge6'},0.28958773612976074, 0.019943306377847136
OCC,CJ,{'edge6'},0.7991594473520914, 0.0906306906926296
IASR,CJA,{'edge10'},0.022009770075480144, 0.007308869411086163
IAS,CJA,{'edge10'},0.013263305028279623, 0.00527656260030865
OCC,CJA,{'edge10'},0.017572323481241863, 0.015544936568379917
IASR,CK,{'edge6'},0.019812504450480144, 0.010451302125813602
IAS,CK,{'edge6'},0.01033314069112142, 0.0014339426840735798
OCC,CK,{'edge6'},0.011333386103312174, 0.003792627909019786
IASR,CKA,{'edge2'},0.02733620007832845, 0.012916167745080302
IAS,CKA,{'edge2'},0.015662590662638348, 0.007152787033699664
OCC,CKA,{'edge2'},0.015109936396280924, 0.011298459950059516
IASR,CL,{'edge6'},0.013307015101114908, 0.007857618343120848
IAS,CL,{'edge6'},0.008334080378214518, 0.003931635223889428
OCC,CL,{'edge6'},0.0069993336995442705, 0.004302686122550189
IASR,CLA,{'edge41'},0.02985803286234538, 0.010928931136397715
IAS,CLA,{'edge41'},0.01570892333984375, 0.0039341084348463295
OCC,CLA,{'edge41'},0.03252005577087402, 0.016731665926341847
IASR,CM,{'edge10'},0.04163837432861328, 0.022974049096747978
IAS,CM,{'edge10'},0.02754688262939453, 0.010887272401802456
OCC,CM,{'edge10'},0.03800010681152344, 0.019544737313436256
IASR,CMA,{'edge6'},0.020286401112874348, 0.013615732575759976
IAS,CMA,{'edge6'},0.01308425267537435, 0.013373693955840602
OCC,CMA,{'edge6'},0.01452167828877767, 0.004335820819186455
IASR,CN,{'edge41'},0.06118543942769369, 0.005130661891132073
IAS,CN,{'edge41'},0.04001951217651367, 0.006655796107133044
OCC,CN,{'edge41'},0.07795365651448567, 0.015149924947124622
IASR,CNA,{'edge6'},0.2054156462351481, 0.031324136704316184
IAS,CNA,{'edge6'},0.13488308588663736, 0.03365296944945965
OCC,CNA,{'edge6'},0.31856528917948407, 0.019669852889717385
IASR,CO,{'edge4'},0.013004938761393229, 1.3194790065700712e-05
IAS,CO,{'edge4'},0.012308438618977865, 0.018726627969878715
OCC,CO,{'edge4'},0.006996949513753255, 0.002366281082901964
IASR,CP,{'edge10'},0.1339094638824463, 0.019457695295798633
IAS,CP,{'edge10'},0.07433382670084636, 0.03364768832675317
OCC,CP,{'edge10'},0.13875953356424967, 0.04193509766333496
IASR,CQ,{'edge41'},0.04467074076334635, 0.00717701213442638
IAS,CQ,{'edge41'},0.02976544698079427, 0.010459228217652796
OCC,CQ,{'edge41'},0.05095672607421875, 0.018007306796347825
IASR,CR,{'edge40'},0.11266724268595378, 0.04464434726221163
IAS,CR,{'edge40'},0.05199734369913737, 0.028841861542042393
OCC,CR,{'edge40'},0.07933322588602702, 0.01453416593283835
IASR,CS,{'edge41'},0.021912574768066406, 0.012295402069730387
IAS,CS,{'edge41'},0.011365811030069986, 0.003966044244073325
OCC,CS,{'edge41'},0.01332839330037435, 0.0014309578509828175
IASR,CT,{'edge6'},0.03809189796447754, 0.014224040554814866
IAS,CT,{'edge6'},0.02054595947265625, 0.001491135451039934
OCC,CT,{'edge6'},0.03446149826049805, 0.005920157682857447
IASR,CU,{'edge6'},0.021172523498535156, 0.011922839657514351
IAS,CU,{'edge6'},0.012544075647989908, 0.0034091536223423416
OCC,CU,{'edge6'},0.01099999745686849, 3.4194411672720447e-07
IASR,CV,{'edge10'},0.03899995485941569, 0.00496821146180592
IAS,CV,{'edge10'},0.02071682612101237, 0.003082797539933493
OCC,CV,{'edge10'},0.03303178151448568, 0.017583775949706743
IASR,CW,{'edge4'},0.025705496470133465, 0.0076850617024835175
IAS,CW,{'edge4'},0.01369476318359375, 0.0016485126931339205
OCC,CW,{'edge4'},0.016336599985758465, 0.00943146845417169
IASR,CX,{'edge10'},0.09400558471679688, 0.02980468902094197
IAS,CX,{'edge10'},0.0666205883026123, 0.04619998551434748
OCC,CX,{'edge10'},0.11038049062093098, 0.02278543200871449
IASR,CY,{'edge6'},1.080574671427409, 0.026204149389674226
IAS,CY,{'edge6'},0.6348599592844645, 0.03720665119210828
OCC,CY,{'edge6'},2.7501817544301352, 0.10753981404236986
IASR,CZ,{'edge6'},1.534497817357381, 0.039185962177837375
IAS,CZ,{'edge6'},0.9031851291656494, 0.11614449204326874
OCC,CZ,{'edge6'},6.3368039925893145, 0.10980973082008479
IASR,D,{'edge2'},0.05263193448384603, 0.006261272110002383
IAS,D,{'edge2'},0.03854886690775553, 0.015680065247395385
OCC,D,{'edge2'},0.06112058957417806, 0.007001608280831585
IASR,DA,{'edge41'},0.04376554489135742, 0.020064794148852996
IAS,DA,{'edge41'},0.023402929306030273, 0.010370591264941121
OCC,DA,{'edge41'},0.03863048553466797, 0.020482681610462954
IASR,DAA,{'edge10'},0.12856141726175943, 0.03784544996624023
IAS,DAA,{'edge10'},0.061086416244506836, 0.013687592147327114
OCC,DAA,{'edge10'},0.07811204592386882, 0.014842276316751694
IASR,DB,{'edge7'},0.0679166316986084, 0.0005460958883599988
IAS,DB,{'edge7'},0.038623650868733726, 0.005267816602656182
OCC,DB,{'edge7'},0.059053897857666016, 0.019862867173929762
IASR,DBA,{'edge4'},0.0329736073811849, 0.013236959164920417
IAS,DBA,{'edge4'},0.0236966609954834, 0.013608813374709375
OCC,DBA,{'edge4'},0.03163464864095052, 0.013543863869998713
IASR,DC,{'edge10'},0.03773816426595052, 0.0077122045461165845
IAS,DC,{'edge10'},0.027406771977742512, 0.009571460313683392
OCC,DC,{'edge10'},0.03660313288370768, 0.0050742269604531105
IASR,DCA,{'edge40'},0.10005712509155273, 0.016545208446958136
IAS,DCA,{'edge40'},0.057514031728108726, 0.016766780129244437
OCC,DCA,{'edge40'},0.07967066764831543, 0.011551835512255677
IASR,DD,{'edge10'},0.019709348678588867, 0.002751878405900524
IAS,DD,{'edge10'},0.013006210327148438, 0.006521080482299739
OCC,DD,{'edge10'},0.018233855565388996, 0.009800002343246437
IASR,DDA,{'edge41'},0.08285403251647949, 0.03102409672191815
IAS,DDA,{'edge41'},0.03666551907857259, 0.007800886204622115
OCC,DDA,{'edge41'},0.08236885070800781, 0.010361644158784971
IASR,DE,{'edge6'},0.0200347105662028, 0.011476917438955158
IAS,DE,{'edge6'},0.01237026850382487, 0.00789504516720001
OCC,DE,{'edge6'},0.012802203496297201, 0.0067403555658360195
IASR,DEA,{'edge6'},0.04453778266906738, 0.016938090651049485
IAS,DEA,{'edge6'},0.02666950225830078, 0.012740008726754763
OCC,DEA,{'edge6'},0.03830567995707194, 0.027589923735920896
IASR,DF,{'edge4'},0.022004365921020508, 0.015574226031773233
IAS,DF,{'edge4'},0.00800307591756185, 0.0025693632465240974
OCC,DF,{'edge4'},0.01241755485534668, 0.012179892014834952
IASR,DFA,{'edge10'},0.04806923866271973, 0.017506519302477513
IAS,DFA,{'edge10'},0.026700178782145183, 0.00995287386890885
OCC,DFA,{'edge10'},0.03956707318623861, 0.00770489210061114
IASR,DG,{'edge40'},0.08963179588317871, 0.03008729264751998
IAS,DG,{'edge40'},0.05151176452636719, 0.02810795952686872
OCC,DG,{'edge40'},0.06346662839253743, 0.007666919875335455
IASR,DGA,{'edge10'},0.2880644003550212, 0.012342403561642266
IAS,DGA,{'edge10'},0.15967249870300293, 0.03821780942407831
